geneName	AL3.1,AL3.2	ALP.1,ALP.2	AWP.1,AWP.2	EL3.1,EL3.2	ELP.1,ELP.2	EWP.1,EWP.2	LL3.1,LL3.2	LLP.1,LLP.2	LWP.1,LWP.2	WL3.1,WL3.2	WLP.1,WLP.2	WWP.1,WWP.2
FBgn0266815	0	0	0	0	0	3122.12.00	0	0	0	0	0	6699.59.00
FBgn0266816	9970.25.00	0	0	0	0	0	0	0	0	0	0	602.38.00
FBgn0266817	3698.55.00	8100.25.00	2833.09.00	2198.38.00	6513.44.00	3564.59.00	8518.05.00	11243.26.00	6492.42.00	1408.02.00	2112.22.00	2972.45.00
FBgn0266818	4139.41.00	0	8591.53.00	2693.49.00	1034.49.00	12615.42.00	4578.54.00	3123.39.00	926.22.00	2997.41.00	6350.22.00	3558.58.00
FBgn0266819	10876.11.00	7587.04.00	1634.16.00	2587.34.00	558.52.00	3914.58.00	2266.42.00	3037.19.00	10531.16.00	1825.54.00	2607.17.00	6772.45.00
FBgn0266820	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266821	0	0	0	0	0	0	0	0	0	5459.26.00	0	0
FBgn0266822	2766.52.00	1334.35.00	2776.36.00	2221.26.00	16560.22.00	2367.03.00	1188.39.00	12841.35.00	1699.36.00	4185.39.00	2235.33.00	384.12.00
FBgn0266823	0	0	14888.35.00	0	0	0	0	0	0	0	0	0
FBgn0266824	1491.35.00	0	37.47.00	0	0	0	0	0	15707.15.00	0	0	0
FBgn0266825	0	0	15729.15.00	0	0	0	0	0	0	0	0	0
FBgn0266826	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266827	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266828	2016.37.00	1611.26.00	4887.48.00	9669.07.00	2295.07.00	8011.05.00	7948.56.00	2052.08.00	4011.07.00	4213.22.00	4429.58.00	198.19.00
FBgn0266829	0	2254.09.00	0	0	1297.33.00	0	0	0	0	0	0	0
FBgn0266830	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266831	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266832	0	0	0	0	0	0	0	0	2434.35.00	0	0	0
FBgn0266833	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266834	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266835	0	0	0	0	0	3434.45.00	0	0	0	0	0	0
FBgn0266836	2137.08.00	2913.05.00	0	0	3243.21.00	0	0	4568.38.00	0	0	2712.32.00	516.49.00
FBgn0266837	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266838	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266839	0	0	6779.08.00	0	0	0	0	1949.18.00	0	0	0	0
FBgn0266840	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266841	0	2363.59.00	15567.05.00	0	498.49.00	2485.37.00	0	0	0	0	0	0
FBgn0266842	4083.52.00	0	3838.38.00	9279.15.00	0	4098.39.00	2435.43.00	0	5133.53.00	6346.33.00	4686.34.00	0
FBgn0266843	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266844	0	6826.09.00	0	0	6284.06.00	0	346.53.00	4773.09.00	221.17.00	0	4812.55.00	0
FBgn0266845	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266846	0	0	0	0	7411.59.00	0	0	0	0	0	0	0
FBgn0266847	405.24.00	0	0	0	0	4469.17.00	0	0	0	0	0	1177.17.00
FBgn0266848	105.38.00	38.16.00	189.29.00	57.47.00	164.31.00	70.53.00	66.11.00	316.23.00	124.55.00	98.23.00	86.22.00	69.13.00
FBgn0266849	2102.22.00	0	418.23.00	383.23.00	9587.15.00	196.36.00	1714.13.00	0	13955.06.00	23.54	4426.53.00	1550.03.00
FBgn0266850	7521.34.00	4604.25.00	2837.41.00	7604.21.00	3655.14.00	4513.08.00	4083.52.00	2151.31.00	2154.39.00	10492.53.00	8717.36.00	4125.18.00
FBgn0266851	0	1994.04.00	2617.17.00	0	11457.51.00	0	0	0	0	0	0	0
FBgn0266852	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266853	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266855	0	0	1275.18.00	0	0	0	0	0	0	0	0	0
FBgn0266856	0	0	2049.25.00	0	5522.34.00	0	0	0	0	0	0	0
FBgn0266857	1403.06.00	0	0	1711.24.00	0	1890.28.00	2552.05.00	0	3584.18.00	0	0	3403.11.00
FBgn0266858	4832.19.00	3907.34.00	2977.01.00	7533.09.00	0	4671.54.00	7235.08.00	3143.33.00	10437.15.00	0	0	5039.33.00
FBgn0266859	0	665.28.00	0	0	154.01.00	2605.37.00	0	0	3781.56.00	0	0	0
FBgn0266860	6262.33.00	4055.44.00	963.03.00	0	3517.46.00	0	2754.01.00	4186.38.00	13158.05.00	0	7627.03.00	6044.12.00
FBgn0266861	0	0	0	0	3839.23.00	0	0	0	0	0	0	0
FBgn0266862	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266863	5288.21.00	1010.57.00	8165.39.00	5345.13.00	7235.33.00	14592.39.00	2467.23.00	0	0	0	7381.25.00	0
FBgn0266864	0	11252.35.00	3383.55.00	0	4463.17.00	438.41.00	0	0	0	5623.26.00	0	4624.41.00
FBgn0266865	2239.01.00	7119.52.00	4157.44.00	3313.01.00	2361.51.00	6059.51.00	2044.36.00	844.53.00	4766.59.00	13957.42.00	6347.22.00	1209.32.00
FBgn0266866	11007.38.00	90.11.00	2216.41.00	6344.09.00	1134.34.00	693.41.00	6960.49.00	1227.28.00	3657.49.00	11286.25.00	12363.36.00	0
FBgn0266867	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266868	0	0	0	0	0	0	0	0	0	994.42.00	5263.56.00	0
FBgn0266869	3743.11.00	0	0	0	1464.33.00	5877.53.00	11765.45.00	0	0	0	0	0
FBgn0266870	0	0	0	0	10174.42.00	0	0	4841.32.00	0	0	0	0
FBgn0266871	0	3649.38.00	0	0	6507.11.00	0	0	5871.47.00	0	0	5320.51.00	0
FBgn0266872	0	0	0	0	151.45.00	0	0	423.34.00	0	0	0	0
FBgn0266873	5.07	4904.47.00	11758.59.00	1282.22.00	9283.57.00	301.52.00	10241.46.00	6784.44.00	12020.35.00	12732.45.00	16620.53.00	7066.05.00
FBgn0266874	0	0	293.55.00	3515.19.00	0	2347.33.00	0	0	0	1282.29.00	0	3119.41.00
FBgn0266875	0	0	0	0	3430.23.00	0	0	0	0	0	0	0
FBgn0266876	0	0	12993.35.00	0	2510.38.00	0	0	0	0	0	0	0
FBgn0266877	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266878	0	0	0	0	0	0	926.43.00	0	0	0	0	0
FBgn0266879	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266880	0	0	0	0	0	0	0	6539.01.00	0	0	0	0
FBgn0266881	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266882	0	0	13220.15.00	14660.45.00	549.57.00	2046.58.00	0	285.26.00	5187.49.00	0	5024.25.00	7310.56.00
FBgn0266883	0	0	4318.25.00	0	0	1360.56.00	0	0	0	0	0	0
FBgn0266884	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266885	0	0	6504.24.00	0	0	0	0	0	2522.31.00	0	0	0
FBgn0266886	0	2269.53.00	0	0	1017.26.00	0	0	0	0	0	0	0
FBgn0266887	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266888	0	0	0	0	0	1665.04.00	0	0	0	0	0	0
FBgn0266889	15065.58.00	1419.32.00	626.34.00	1536.44.00	11003.58.00	586.01.00	574.48.00	5637.27.00	12803.04.00	569.33.00	1255.25.00	12832.06.00
FBgn0266891	2039.53.00	2530.22.00	12769.55.00	0	1839.14.00	0	0	4814.39.00	0	0	0	0
FBgn0266892	0	2523.56.00	0	0	0	0	0	1261.57.00	12783.05.00	0	0	0
FBgn0266893	0	0	0	0	0	0	0	0	2025.52.00	0	0	0
FBgn0266894	327.24.00	9525.25.00	0	0	3202.25.00	1974.05.00	0	7244.33.00	1370.34.00	0	6197.48.00	0
FBgn0266895	0	0	0	0	2169.14.00	0	0	0	0	0	0	0
FBgn0266896	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266897	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266898	3587.29.00	0	0	1721.54.00	11876.24.00	16114.35.00	0	0	9845.55.00	0	0	0
FBgn0266899	4738.46.00	902.29.00	0	0	5409.11.00	5830.46.00	6572.21.00	906.38.00	0	0	2470.14.00	0
FBgn0266900	2821.02.00	535.46.00	0	0	9613.35.00	0	0	3788.39.00	0	0	5872.16.00	0
FBgn0266901	5726.17.00	0	4066.35.00	0	1854.33.00	0	0	3464.11.00	1813.37.00	0	3005.08.00	2751.13.00
FBgn0266902	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266903	0	1618.39.00	0	0	14642.24.00	0	0	0	0	0	0	0
FBgn0266904	0	8215.31.00	0	0	0	0	0	111.04.00	0	0	907.41.00	0
FBgn0266905	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266906	7032.39.00	12491.15.00	1974.01.00	293.22.00	5367.32.00	5315.43.00	363.02.00	3430.39.00	12074.16.00	0	25.14.00	1863.39.00
FBgn0266907	4937.31.00	0	12413.19.00	3325.12.00	1893.29.00	2098.04.00	923.07.00	1934.55.00	14962.46.00	7280.03.00	0	495.49.00
FBgn0266908	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266909	0	2410.39.00	0	0	0	0	0	0	0	0	2658.43.00	2140.51.00
FBgn0266910	0	0	0	0	14112.25.00	0	0	0	0	0	0	0
FBgn0266911	9807.35.00	0	10018.19.00	0	0	14207.14.00	0	0	1652.45.00	177.09.00	0	190.53.00
FBgn0266912	2623.46.00	0	0	0	0	4636.49.00	0	0	2209.13.00	0	357.28.00	0
FBgn0266913	0	0	0	0	0	0	0	0	0	2310.38.00	0	0
FBgn0266914	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266915	0	676.09.00	0	0	0	0	0	0	0	0	0	0
FBgn0266916	893.13.00	637.53.00	1244.08.00	70.22.00	51.14.00	694.25.00	19.45	1272.34.00	910.39.00	26.13.00	1484.12.00	1437.17.00
FBgn0266917	111.23.00	1641.32.00	168.28.00	43.58.00	788.25.00	175.36.00	63.35.00	1556.38.00	143.36.00	150.57.00	840.53.00	77.29.00
FBgn0266918	40.14.00	143.46.00	63.36.00	194.26.00	77.42.00	82.28.00	82.04.00	32.24.00	95.55.00	116.06.00	171.25.00	102.58.00
FBgn0266925	15520.03.00	2643.09.00	12768.18.00	16213.37.00	100.31.00	4266.01.00	0	0	5794.57.00	0	1154.44.00	4145.24.00
FBgn0266926	3551.33.00	0	6725.21.00	0	0	2396.52.00	0	0	3765.11.00	0	0	0
FBgn0266927	6313.01.00	0	15053.15.00	651.35.00	0	1758.22.00	335.03.00	8266.14.00	9936.44.00	6586.37.00	8212.43.00	12139.23.00
FBgn0266928	0	0	5539.41.00	0	0	4395.46.00	0	0	13047.45.00	4671.17.00	0	0
FBgn0266929	130.46.00	847.42.00	26.38.00	138.07.00	10271.14.00	153.18.00	24.58.00	15659.55.00	1514.14.00	118.24.00	994.37.00	504.13.00
FBgn0266930	0	0	0	0	4881.49.00	0	0	0	0	0	13560.05.00	0
FBgn0266931	1827.49.00	567.49.00	5215.42.00	0	0	0	0	0	0	10635.45.00	0	12701.25.00
FBgn0266932	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266933	14041.39.00	9814.15.00	10371.53.00	3171.34.00	1684.25.00	2123.53.00	2866.49.00	2029.16.00	12809.59.00	3776.27.00	6471.52.00	622.06.00
FBgn0266935	0	0	0	0	944.16.00	0	0	10931.55.00	0	0	0	0
FBgn0266936	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266937	1795.24.00	0	449.32.00	2414.34.00	10738.27.00	1010.51.00	0	0	3683.08.00	0	0	0
FBgn0266938	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266939	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266941	0	5436.19.00	0	0	9321.05.00	11572.15.00	0	5779.34.00	0	0	2261.24.00	1814.01.00
FBgn0266942	11040.35.00	0	0	0	0	195.04.00	0	0	0	0	0	0
FBgn0266943	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266944	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266945	10126.09.00	352.53.00	689.33.00	1019.38.00	388.36.00	1635.58.00	1589.59.00	12243.21.00	12581.06.00	2331.27.00	756.06.00	1389.04.00
FBgn0266946	9923.15.00	1821.09.00	12567.35.00	2071.01.00	3172.32.00	6148.09.00	2494.22.00	0	3653.38.00	0	0	0
FBgn0266947	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266948	0	0	0	0	0	0	0	317.58.00	0	0	0	0
FBgn0266949	0	0	0	0	3620.41.00	0	0	0	0	0	0	0
FBgn0266950	0	53.55.00	3030.13.00	4992.57.00	6596.53.00	870.03.00	0	7354.19.00	0	0	0	8944.05.00
FBgn0266951	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266952	0	0	0	0	841.36.00	0	0	1428.31.00	0	0	0	0
FBgn0266953	0	2533.38.00	0	0	4023.08.00	0	0	838.11.00	0	0	7306.46.00	3843.12.00
FBgn0266954	0	6721.48.00	0	0	0	0	0	0	0	0	0	0
FBgn0266955	2425.08.00	6756.12.00	2573.05.00	16.37	1762.13.00	10737.01.00	12334.54.00	4279.53.00	276.55.00	0	370.54.00	2555.47.00
FBgn0266956	0	6214.34.00	5735.03.00	0	1072.57.00	0	0	0	0	0	0	0
FBgn0266957	0	0	0	0	0	0	0	0	1990.02.00	0	0	0
FBgn0266958	1078.31.00	187.02.00	361.48.00	112.08.00	70.26.00	72.31.00	1303.17.00	1030.46.00	148.58.00	536.25.00	568.03.00	648.46.00
FBgn0266959	0	0	0	0	6458.53.00	0	0	0	0	0	0	0
FBgn0266960	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266961	0	0	2549.12.00	0	0	0	0	0	0	12048.07.00	0	8205.08.00
FBgn0266962	308.58.00	5858.15.00	2359.16.00	0	0	8326.34.00	0	0	4883.01.00	0	321.15.00	3143.15.00
FBgn0266963	5313.24.00	0	1575.48.00	0	10817.16.00	0	0	0	0	10989.48.00	764.26.00	1024.03.00
FBgn0266964	0	0	0	0	0	0	0	0	0	0	2556.19.00	0
FBgn0266965	0	0	0	0	0	0	0	0	0	9245.15.00	0	1981.39.00
FBgn0266966	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266967	0	1025.15.00	0	0	143.53.00	0	8312.26.00	14.22	0	0	7295.29.00	0
FBgn0266968	0	0	3458.01.00	0	0	0	5496.52.00	0	4551.55.00	0	4209.47.00	0
FBgn0266969	0	0	0	0	0	0	0	987.34.00	0	0	0	0
FBgn0266970	10506.02.00	0	2481.44.00	530.45.00	2460.16.00	138.55.00	2008.18.00	2761.36.00	6879.07.00	1835.15.00	891.13.00	5289.26.00
FBgn0266971	0	0	1210.49.00	0	0	0	0	0	5709.16.00	0	0	0
FBgn0266972	336.02.00	0	1712.02.00	0	3795.12.00	0	0	0	0	0	0	0
FBgn0266973	1510.33.00	4205.21.00	140.47.00	7003.28.00	2199.38.00	1627.25.00	13546.38.00	3073.23.00	1067.13.00	623.52.00	0	833.06.00
FBgn0266974	7117.27.00	1176.39.00	7088.32.00	2553.36.00	2139.17.00	3313.05.00	0	0	5458.43.00	0	0	0
FBgn0266975	1325.06.00	0	0	0	0	0	0	0	0	0	0	0
FBgn0266976	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266977	0	1514.38.00	4611.22.00	0	3340.17.00	2499.14.00	1433.03.00	131.19.00	4086.32.00	7452.06.00	1112.36.00	0
FBgn0266978	0	0	2391.35.00	0	0	3802.34.00	0	0	3066.27.00	0	0	0
FBgn0266979	0	0	10058.05.00	0	0	0	0	0	0	0	0	0
FBgn0266980	0	0	4411.55.00	0	0	13898.35.00	0	0	0	0	0	0
FBgn0266981	3498.14.00	3329.48.00	2676.54.00	4719.19.00	11151.21.00	2505.44.00	256.15.00	1019.57.00	7007.08.00	0	7108.09.00	4315.27.00
FBgn0266982	1114.05.00	2964.57.00	624.51.00	1573.14.00	8670.25.00	1020.42.00	679.16.00	1490.15.00	9855.58.00	958.39.00	5142.17.00	1174.12.00
FBgn0266983	0	0	2014.29.00	0	0	0	0	0	8063.33.00	0	0	0
FBgn0266984	2835.16.00	0	0	0	3220.11.00	0	0	0	0	0	2950.47.00	0
FBgn0266985	0	0	4375.55.00	0	0	0	0	0	0	0	0	9724.15.00
FBgn0266986	582.55.00	3708.18.00	1581.57.00	1142.06.00	0	587.51.00	382.04.00	0	478.13.00	169.39.00	0	1290.35.00
FBgn0266987	0	0	13766.55.00	6638.58.00	16147.45.00	842.01.00	1120.22.00	0	1780.27.00	0	0	173.32.00
FBgn0266988	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266989	0	0	0	0	10500.24.00	0	0	0	0	0	0	0
FBgn0266990	0	0	0	0	1457.43.00	0	0	1474.45.00	0	0	151.24.00	0
FBgn0266991	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266992	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266993	194.33.00	596.02.00	1055.27.00	1646.36.00	477.36.00	1536.19.00	1050.04.00	14579.15.00	13807.35.00	339.44.00	7979.33.00	35.12.00
FBgn0266994	1151.39.00	8116.31.00	205.22.00	856.58.00	180.33.00	1.56	43.23.00	287.03.00	16171.14.00	401.52.00	2089.28.00	15593.47.00
FBgn0266995	0	0	3216.51.00	1025.48.00	0	0	0	0	0	0	0	8247.34.00
FBgn0267001	139.35.00	325.09.00	76.06.00	154.16.00	43.13.00	131.59.00	138.04.00	743.54.00	25.36.00	175.47.00	995.26.00	128.42.00
FBgn0267002	138.18.00	114.39.00	43.47.00	142.21.00	46.34.00	116.09.00	405.47.00	366.13.00	346.36.00	234.36.00	1358.26.00	386.37.00
FBgn0267003	0	0	0	0	0	0	0	0	0	0	3049.53.00	0
FBgn0267004	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267005	2862.21.00	14312.35.00	8443.23.00	6893.13.00	4261.22.00	5990.48.00	1029.27.00	0	2108.49.00	0	0	387.57.00
FBgn0267006	16651.17.00	0	202.45.00	6114.51.00	0	4593.28.00	15023.45.00	0	7580.35.00	4903.25.00	0	3505.47.00
FBgn0267007	0	0	0	0	0	6907.13.00	0	0	0	0	0	0
FBgn0267008	0	0	0	0	0	0	851.31.00	0	0	0	0	0
FBgn0267009	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267010	9868.05.00	0	0	0	1700.54.00	0	0	0	0	0	0	0
FBgn0267011	5288.47.00	0	528.07.00	615.45.00	2345.53.00	0	2656.46.00	0	7494.21.00	2794.55.00	0	5431.17.00
FBgn0267012	0	0	4246.07.00	0	6164.48.00	0	0	0	0	0	0	0
FBgn0267013	0	0	0	0	2994.06.00	0	0	0	0	0	0	0
FBgn0267015	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267016	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267017	0	0	0	0	0	6724.39.00	0	0	0	0	16209.24.00	0
FBgn0267018	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267019	4169.26.00	5649.19.00	13034.21.00	897.55.00	349.59.00	12448.02.00	13435.42.00	5464.35.00	5734.52.00	12782.34.00	2060.24.00	0
FBgn0267020	2427.21.00	0	0	0	0	0	0	0	0	0	0	0
FBgn0267021	2.57	425.14.00	14.19	309.31.00	12442.48.00	46.13.00	67.18.00	9996.36.00	8771.28.00	8267.57.00	13653.59.00	132.12.00
FBgn0267022	1148.37.00	2741.55.00	512.41.00	342.31.00	2157.26.00	1104.49.00	193.56.00	2170.54.00	785.23.00	1643.41.00	9159.31.00	905.23.00
FBgn0267023	0	0	7715.13.00	1694.15.00	4146.41.00	6007.23.00	4700.31.00	2716.52.00	0	0	1926.47.00	0
FBgn0267024	0	5075.44.00	2216.16.00	0	2033.47.00	0	0	0	0	0	1854.42.00	0
FBgn0267025	4312.35.00	16096.48.00	2009.05.00	4598.49.00	741.42.00	965.26.00	0	2906.28.00	0	0	0	0
FBgn0267027	11117.59.00	9724.45.00	1939.11.00	0	5823.38.00	0	11111.11.00	2122.07.00	0	8366.55.00	0	6049.47.00
FBgn0267028	1450.38.00	1139.14.00	1237.59.00	967.43.00	11614.04.00	1176.25.00	1061.31.00	228.35.00	148.26.00	174.08.00	45.38.00	245.02.00
FBgn0267029	107.48.00	177.07.00	885.28.00	28.29.00	168.59.00	1273.12.00	669.09.00	175.23.00	296.43.00	1216.36.00	158.57.00	492.38.00
FBgn0267030	257.54.00	1340.25.00	11121.56.00	837.38.00	196.17.00	1516.21.00	1196.07.00	14018.45.00	652.28.00	985.07.00	8715.21.00	953.51.00
FBgn0267031	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267032	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267033	12282.14.00	744.54.00	7.37	922.24.00	1079.52.00	968.08.00	1090.35.00	383.06.00	1552.18.00	1057.02.00	1400.51.00	331.13.00
FBgn0267034	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267035	34.15.00	44.06.00	1056.13.00	27.02.00	631.35.00	453.02.00	16273.13.00	9567.09.00	10566.16.00	17.58	6612.51.00	9848.18.00
FBgn0267036	5513.25.00	5111.48.00	11523.28.00	3482.07.00	6042.57.00	6668.05.00	6359.58.00	2661.31.00	2734.52.00	1921.54.00	44.55.00	3773.08.00
FBgn0267037	0	0	0	14233.35.00	3034.48.00	2345.59.00	1671.45.00	1519.16.00	1347.18.00	0	1316.11.00	0
FBgn0267038	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267039	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267040	4416.18.00	3897.09.00	3130.07.00	988.34.00	203.39.00	13632.29.00	1902.11.00	10437.05.00	4118.55.00	11560.52.00	7058.33.00	4128.47.00
FBgn0267041	196.47.00	8507.27.00	861.33.00	1373.44.00	36.43.00	1441.29.00	753.16.00	9516.54.00	458.14.00	415.39.00	8582.42.00	1495.34.00
FBgn0267042	0	0	4824.58.00	0	1804.09.00	0	0	0	2837.51.00	0	0	0
FBgn0267043	0	0	19.32	0	1700.04.00	5137.39.00	0	0	0	0	0	0
FBgn0267044	0	7284.03.00	24.37.00	0	10840.25.00	0	0	0	0	0	0	0
FBgn0267045	0	6642.43.00	0	0	0	5604.04.00	0	7999.02.00	515.51.00	0	0	1207.34.00
FBgn0267046	0	0	13784.45.00	0	2382.08.00	229.13.00	6114.37.00	0	4792.08.00	0	0	0
FBgn0267047	2914.42.00	6642.43.00	783.46.00	0	2420.11.00	5604.04.00	0	0	515.51.00	0	0	1207.34.00
FBgn0267048	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267049	0	7284.03.00	24.37.00	0	10840.25.00	0	0	0	0	0	0	0
FBgn0267050	0	7284.03.00	24.37.00	0	10840.25.00	0	0	0	0	0	0	0
FBgn0267056	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267057	13127.33.00	3180.48.00	13450.35.00	6476.16.00	16026.34.00	16.36	28.52.00	15752.32.00	33.17.00	7295.25.00	5202.08.00	153.59.00
FBgn0267058	0	979.51.00	7835.13.00	0	5512.46.00	0	0	0	0	0	0	0
FBgn0267059	0	1727.17.00	0	0	0	0	0	65.08.00	0	0	0	0
FBgn0267060	12097.37.00	3696.21.00	4370.06.00	6090.49.00	2625.14.00	10143.21.00	12712.05.00	2173.37.00	432.39.00	2698.16.00	4728.33.00	6999.52.00
FBgn0267061	5133.13.00	6459.24.00	15612.11.00	16654.04.00	469.57.00	15778.02.00	0	0	0	1883.07.00	0	456.39.00
FBgn0267062	0	0	7438.03.00	0	0	0	8042.48.00	0	0	0	0	0
FBgn0267063	0	1007.48.00	0	0	0	0	0	0	0	0	639.37.00	0
FBgn0267064	0	0	0	0	6332.02.00	0	0	0	0	0	0	0
FBgn0267065	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267066	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267067	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267068	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267069	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267070	264.08.00	10746.21.00	1501.21.00	8297.42.00	1662.44.00	1400.32.00	12984.04.00	4450.22.00	872.59.00	5353.32.00	603.38.00	11606.24.00
FBgn0267071	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267072	0	0	0	0	0	0	0	0	0	0	6955.48.00	0
FBgn0267073	46.44.00	592.44.00	562.25.00	135.17.00	1111.18.00	1513.17.00	533.53.00	800.27.00	104.36.00	172.58.00	1121.26.00	1474.06.00
FBgn0267074	3876.46.00	7246.58.00	7478.24.00	14800.56.00	2928.22.00	7550.56.00	4057.57.00	2023.15.00	3057.06.00	10623.26.00	6558.46.00	4628.09.00
FBgn0267075	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267076	2078.11.00	10546.37.00	8980.34.00	3712.35.00	21.25	7008.23.00	6707.56.00	1272.02.00	0	0	8424.55.00	0
FBgn0267077	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267078	0	0	1986.54.00	0	0	7089.12.00	668.11.00	0	0	0	0	0
FBgn0267079	0	0	0	0	0	0	0	0	0	0	0	3757.29.00
FBgn0267080	0	0	2052.23.00	552.15.00	0	3268.51.00	0	0	0	0	0	0
FBgn0267081	2699.55.00	5783.16.00	3038.36.00	2076.34.00	3280.38.00	3142.42.00	2350.27.00	1712.08.00	12728.55.00	3182.23.00	5667.25.00	2482.55.00
FBgn0267082	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267083	0	8516.15.00	0	0	3970.45.00	0	0	12945.45.00	0	0	0	0
FBgn0267084	119.32.00	15896.15.00	5367.53.00	7503.08.00	12563.42.00	6001.53.00	99.37.00	1954.17.00	3031.21.00	15935.55.00	1734.56.00	4791.52.00
FBgn0267085	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267086	0	2269.04.00	108.32.00	0	11841.24.00	13398.25.00	0	0	0	220.47.00	2503.47.00	3366.26.00
FBgn0267087	1024.11.00	1205.59.00	0	2518.54.00	2186.17.00	3243.24.00	892.12.00	0	0	9413.55.00	0	8269.23.00
FBgn0267088	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267089	0	10640.37.00	932.37.00	1495.57.00	3304.27.00	2093.12.00	1065.12.00	7624.13.00	3821.46.00	0	7931.55.00	0
FBgn0267090	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267091	0	0	3376.34.00	0	12214.55.00	0	0	15808.05.00	0	0	0	0
FBgn0267096	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267097	2412.57.00	1197.11.00	8730.57.00	3854.43.00	5029.25.00	3750.01.00	1954.32.00	3256.33.00	7713.59.00	0	1444.21.00	0
FBgn0267098	0	0	0	0	0	0	14076.55.00	0	0	0	3247.16.00	0
FBgn0267099	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267100	0	0	1301.27.00	451.29.00	2139.32.00	1839.14.00	0	0	0	0	0	847.03.00
FBgn0267101	0	0	0	2659.35.00	0	3919.29.00	0	0	0	0	8691.45.00	0
FBgn0267102	0	0	0	0	5778.56.00	0	0	0	0	0	0	0
FBgn0267103	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267104	1958.09.00	0	10797.37.00	1849.38.00	0	3179.39.00	4127.13.00	0	1547.03.00	3297.53.00	0	8663.45.00
FBgn0267105	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267106	0	0	0	0	0	0	0	0	0	0	1801.43.00	0
FBgn0267107	0	1019.21.00	2733.09.00	0	0	0	0	0	13195.55.00	0	0	0
