geneName	AL3.1,AL3.2	ALP.1,ALP.2	AWP.1,AWP.2	EL3.1,EL3.2	ELP.1,ELP.2	EWP.1,EWP.2	LL3.1,LL3.2	LLP.1,LLP.2	LWP.1,LWP.2	WL3.1,WL3.2	WLP.1,WLP.2	WWP.1,WWP.2
FBgn0266525	13.05	865.49.00	946.06.00	189.48.00	127.32.00	592.01.00	43.01.00	415.59.00	480.51.00	26.29.00	601.07.00	1434.34.00
FBgn0266526	1070.01.00	134.29.00	780.39.00	65.21.00	171.31.00	114.06.00	1435.15.00	47.03.00	138.39.00	1546.06.00	248.05.00	457.29.00
FBgn0266534	1408.25.00	2992.49.00	130.09.00	14197.02.00	2747.07.00	1602.22.00	515.52.00	8933.34.00	47.02.00	3596.57.00	1845.23.00	10397.58.00
FBgn0266535	0	218.28.00	0	0	0	211.48.00	0	0	0	0	8043.15.00	0
FBgn0266536	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266537	0	0	0	0	0	0	0	44.09.00	0	0	0	214.52.00
FBgn0266538	62.33.00	653.45.00	152.36.00	170.25.00	19.52	62.01.00	89.27.00	27.59.00	124.19.00	81.58.00	609.55.00	113.15.00
FBgn0266539	34.13.00	131.53.00	180.06.00	39.12.00	125.46.00	15.13	39.26.00	1665.35.00	15.43	43.19.00	1564.34.00	93.13.00
FBgn0266540	813.33.00	1518.31.00	50.47.00	348.37.00	1524.23.00	1120.23.00	67.11.00	1511.19.00	605.04.00	51.47.00	1228.49.00	561.59.00
FBgn0266549	131.17.00	14.03	35.32.00	154.35.00	183.24.00	45.19.00	98.14.00	819.19.00	152.08.00	124.26.00	115.54.00	31.04.00
FBgn0266557	159.16.00	79.21.00	101.56.00	224.01.00	47.31.00	127.44.00	167.29.00	80.03.00	46.35.00	107.17.00	117.06.00	101.46.00
FBgn0266564	0	7920.21.00	2505.59.00	1754.08.00	3737.26.00	0	0	0	3029.54.00	0	0	0
FBgn0266565	0	0	3103.05.00	0	0	0	0	0	12830.15.00	227.36.00	0	0
FBgn0266566	38.28.00	129.51.00	388.19.00	26.44.00	367.59.00	770.51.00	7201.56.00	71.48.00	561.18.00	2981.06.00	1360.26.00	531.12.00
FBgn0266568	1931.05.00	7667.44.00	1014.58.00	8943.13.00	0	12948.16.00	3657.42.00	16107.31.00	4076.46.00	0	13198.13.00	3411.38.00
FBgn0266569	1083.08.00	55.13.00	77.53.00	315.09.00	56.02.00	75.22.00	652.07.00	25.58.00	690.43.00	114.47.00	1108.57.00	15.49
FBgn0266570	58.22.00	1667.58.00	125.06.00	127.21.00	622.23.00	118.11.00	193.12.00	457.28.00	98.31.00	154.24.00	222.29.00	173.39.00
FBgn0266572	158.33.00	853.15.00	128.16.00	105.52.00	1456.47.00	136.09.00	39.47.00	1646.45.00	53.27.00	78.15.00	105.25.00	22.12
FBgn0266577	4020.09.00	4996.43.00	5090.19.00	1783.04.00	1762.29.00	196.47.00	245.54.00	8379.55.00	10234.04.00	5505.05.00	115.27.00	5027.39.00
FBgn0266578	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266579	864.04.00	158.31.00	642.45.00	59.12.00	182.23.00	85.49.00	551.37.00	148.34.00	113.19.00	3703.06.00	296.51.00	7824.21.00
FBgn0266580	112.25.00	758.56.00	139.02.00	81.09.00	624.56.00	128.14.00	113.37.00	862.33.00	179.08.00	129.55.00	83.49.00	99.48.00
FBgn0266581	112.28.00	101.16.00	173.05.00	143.37.00	172.54.00	90.44.00	119.51.00	193.47.00	154.03.00	123.44.00	26.15.00	73.23.00
FBgn0266582	112.47.00	171.56.00	169.26.00	128.34.00	120.42.00	182.41.00	115.57.00	186.24.00	202.08.00	123.54.00	99.55.00	118.03.00
FBgn0266586	0	0	5930.52.00	0	0	1273.48.00	0	0	0	0	0	0
FBgn0266587	0	0	0	0	0	10655.25.00	0	0	0	0	0	0
FBgn0266588	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266589	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266590	0	0	0	0	7358.28.00	0	1707.02.00	0	0	4194.11.00	7281.37.00	4324.39.00
FBgn0266591	0	0	6149.24.00	0	0	0	0	352.48.00	0	12366.55.00	0	0
FBgn0266592	5810.41.00	0	0	0	5767.11.00	17.42	0	0	7825.07.00	0	0	0
FBgn0266593	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266594	0	9370.37.00	0	0	8311.35.00	0	0	3790.21.00	0	0	1774.48.00	0
FBgn0266595	0	0	955.57.00	0	0	0	0	0	0	0	0	0
FBgn0266596	0	2703.52.00	409.31.00	0	2137.05.00	6458.58.00	0	0	0	0	0	5528.44.00
FBgn0266598	158.01.00	1292.24.00	205.05.00	140.43.00	1274.42.00	73.25.00	114.13.00	50.51.00	193.09.00	195.23.00	11.33	178.19.00
FBgn0266599	2000.7	891.34.00	2650.02.00	2510.34.00	1045.43.00	2173.31.00	3009.09.00	728.29.00	2112.39.00	3614.43.00	939.56.00	2278.53.00
FBgn0266615	0	158.02.00	1288.58.00	4662.04.00	1522.49.00	158.03.00	0	657.58.00	4104.17.00	0	2230.26.00	0
FBgn0266616	0	1261.58.00	0	0	0	7397.14.00	0	0	0	0	8527.35.00	0
FBgn0266617	8073.48.00	155.59.00	3701.22.00	4893.29.00	278.07.00	349.35.00	6723.13.00	399.06.00	5192.44.00	9167.15.00	13673.52.00	4777.24.00
FBgn0266618	5380.16.00	13732.45.00	4171.04.00	1099.59.00	74.23.00	1033.31.00	3328.44.00	387.36.00	1587.36.00	2278.34.00	51.51.00	9624.01.00
FBgn0266619	12915.52.00	871.02.00	8041.03.00	283.33.00	439.55.00	326.41.00	638.37.00	668.01.00	13048.16.00	6431.32.00	10305.59.00	7336.02.00
FBgn0266620	5747.57.00	0	5860.08.00	0	1992.46.00	4680.39.00	0	0	0	2552.13.00	0	0
FBgn0266621	3758.23.00	15459.04.00	3246.34.00	8286.32.00	9024.09.00	4105.59.00	2412.14.00	3850.26.00	5474.39.00	2517.43.00	8575.38.00	3035.32.00
FBgn0266622	0	5359.24.00	3922.36.00	0	3834.39.00	0	0	3715.31.00	0	0	5860.34.00	0
FBgn0266623	1464.47.00	4650.43.00	1363.24.00	1023.49.00	3898.55.00	1406.24.00	10715.42.00	3278.19.00	13105.22.00	6493.23.00	2628.04.00	214.26.00
FBgn0266624	5700.41.00	581.07.00	1687.12.00	1833.06.00	87.43.00	1993.23.00	2084.09.00	6175.36.00	1001.24.00	5312.59.00	4.37	4972.26.00
FBgn0266625	8020.27.00	17.17	15384.25.00	1521.16.00	13819.39.00	14666.37.00	6753.21.00	12662.58.00	128.44.00	9259.21.00	12395.11.00	15481.24.00
FBgn0266626	2316.44.00	3068.32.00	203.17.00	31.35.00	7382.55.00	6909.36.00	13142.05.00	2846.44.00	3386.17.00	0	8397.25.00	1609.41.00
FBgn0266627	2516.55.00	112.41.00	5924.56.00	4374.22.00	67.04.00	662.26.00	2343.16.00	10102.54.00	614.06.00	1079.43.00	12921.06.00	6606.24.00
FBgn0266628	0	11270.45.00	2659.12.00	0	10468.56.00	0	0	0	382.46.00	3140.29.00	1243.49.00	4031.48.00
FBgn0266629	2466.23.00	234.43.00	0	0	3921.05.00	3326.01.00	0	0	0	0	2858.24.00	0
FBgn0266630	9308.59.00	0	16329.57.00	12622.34.00	0	8791.52.00	15881.07.00	0	2397.18.00	11982.54.00	0	1488.08.00
FBgn0266631	3589.56.00	0	864.43.00	5498.49.00	9098.15.00	0	4951.19.00	0	1870.24.00	6120.22.00	0	1686.05.00
FBgn0266632	16195.22.00	14740.41.00	14.22	15615.56.00	4026.02.00	189.14.00	15338.23.00	7240.35.00	388.32.00	15849.34.00	13789.36.00	1062.28.00
FBgn0266633	6689.12.00	6358.38.00	2538.35.00	0	11920.03.00	3338.23.00	0	4279.39.00	0	0	2256.44.00	2848.31.00
FBgn0266634	2740.07.00	5334.35.00	5763.05.00	2956.41.00	3450.49.00	1041.12.00	11894.56.00	6643.01.00	15185.11.00	477.29.00	683.41.00	149.49.00
FBgn0266635	6977.18.00	0	1782.52.00	6852.22.00	3010.52.00	1049.38.00	1691.17.00	7944.09.00	8829.55.00	12736.55.00	0	5940.01.00
FBgn0266636	146.16.00	16.12	198.31.00	181.52.00	1191.42.00	150.59.00	188.19.00	1226.28.00	137.33.00	88.24.00	518.33.00	154.16.00
FBgn0266637	6563.49.00	6556.41.00	11535.44.00	3974.06.00	14501.55.00	4187.26.00	3121.52.00	853.28.00	15400.23.00	5686.15.00	1792.49.00	344.32.00
FBgn0266638	5975.44.00	7168.35.00	1399.49.00	8637.18.00	6173.44.00	102.26.00	4516.15.00	8120.41.00	1150.48.00	4635.12.00	3888.42.00	10754.19.00
FBgn0266639	4528.49.00	0	3379.31.00	0	2067.48.00	1262.55.00	3989.17.00	6411.33.00	1747.09.00	0	5621.14.00	8209.35.00
FBgn0266640	4811.38.00	0	2357.05.00	3548.31.00	6343.07.00	2432.34.00	4948.43.00	0	3349.21.00	3814.42.00	0	2675.36.00
FBgn0266641	12318.07.00	0	2923.43.00	8137.36.00	10135.11.00	12375.44.00	4744.47.00	0	2308.42.00	0	0	0
FBgn0266642	13683.15.00	7108.51.00	5309.46.00	10857.38.00	2915.43.00	8561.22.00	10255.31.00	4333.52.00	855.03.00	4767.24.00	6401.49.00	15103.35.00
FBgn0266643	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266644	2247.48.00	0	1694.25.00	2173.17.00	6501.57.00	2017.19.00	14296.45.00	13146.45.00	7035.21.00	3762.39.00	4683.28.00	11232.45.00
FBgn0266645	2057.15.00	3989.14.00	5666.47.00	3465.36.00	66.48.00	10940.13.00	220.53.00	4594.11.00	0	6282.06.00	3255.46.00	4352.54.00
FBgn0266646	3895.09.00	0	0	0	0	0	0	0	2052.35.00	0	0	0
FBgn0266647	0	11823.05.00	7082.59.00	0	0	5631.36.00	0	0	3407.49.00	0	4780.25.00	0
FBgn0266648	0	15465.45.00	139.41.00	0	4598.11.00	5522.42.00	0	2270.16.00	1615.32.00	0	0	0
FBgn0266649	3278.15.00	2032.09.00	8295.32.00	12356.58.00	2664.38.00	1839.55.00	5601.52.00	1685.52.00	5974.01.00	9336.03.00	4946.19.00	663.41.00
FBgn0266650	0	0	6507.14.00	0	5423.17.00	1017.19.00	0	0	0	0	0	0
FBgn0266651	11030.03.00	0	3592.28.00	232.53.00	1994.35.00	4752.52.00	5757.22.00	0	2156.18.00	13617.07.00	883.47.00	6860.01.00
FBgn0266652	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266653	8430.27.00	2384.17.00	23.53	12415.58.00	13207.55.00	12494.42.00	1536.09.00	0	12621.08.00	16082.55.00	5587.27.00	10519.42.00
FBgn0266654	0	5253.31.00	0	0	146.04.00	0	0	16235.45.00	0	0	6419.45.00	0
FBgn0266655	0	1147.33.00	1827.06.00	0	13520.48.00	1344.32.00	0	0	2174.15.00	1914.36.00	0	3493.11.00
FBgn0266656	0	0	0	16606.13.00	779.22.00	0	1857.55.00	0	0	8383.12.00	0	2256.41.00
FBgn0266657	389.25.00	331.21.00	1562.57.00	1273.58.00	163.32.00	95.51.00	370.41.00	773.27.00	1275.42.00	13515.53.00	1471.23.00	572.55.00
FBgn0266666	559.32.00	374.23.00	584.38.00	483.45.00	325.33.00	524.57.00	618.58.00	248.56.00	663.25.00	389.38.00	207.29.00	627.14.00
FBgn0266667	45.31.00	149.58.00	45.07.00	733.55.00	151.29.00	12.48	135.32.00	149.18.00	136.31.00	183.16.00	158.28.00	71.57.00
FBgn0266668	79.19.00	326.43.00	159.17.00	65.58.00	1320.28.00	62.12.00	147.14.00	116.34.00	127.23.00	155.09.00	529.22.00	78.21.00
FBgn0266669	576.08.00	340.39.00	155.53.00	67.15.00	77.59.00	62.56.00	100.48.00	334.01.00	137.31.00	96.58.00	670.35.00	139.27.00
FBgn0266670	612.14.00	1172.31.00	101.01.00	77.11.00	973.08.00	1300.08.00	20.46	149.54.00	652.13.00	155.15.00	625.23.00	45.21.00
FBgn0266671	1537.45.00	1546.23.00	37.26.00	165.43.00	346.26.00	38.15.00	37.41.00	51.16.00	149.08.00	131.35.00	1123.36.00	157.19.00
FBgn0266672	179.54.00	122.32.00	36.27.00	137.45.00	144.22.00	73.28.00	180.24.00	56.33.00	78.09.00	190.33.00	168.24.00	143.36.00
FBgn0266673	122.18.00	98.35.00	22.07	60.49.00	153.51.00	15.29	56.36.00	783.58.00	24.48.00	81.58.00	537.32.00	27.43.00
FBgn0266674	865.19.00	320.35.00	50.26.00	1553.56.00	555.58.00	1087.28.00	147.23.00	1216.44.00	1605.11.00	178.53.00	1361.34.00	538.28.00
FBgn0266675	0	0	5164.32.00	0	0	2930.22.00	0	0	0	0	0	0
FBgn0266676	9160.06.00	0	1799.11.00	8485.03.00	0	3059.21.00	5679.55.00	2018.43.00	4170.13.00	0	0	4106.31.00
FBgn0266677	1868.13.00	178.27.00	1895.06.00	4093.22.00	6097.27.00	405.39.00	0	0	11509.15.00	0	0	11278.55.00
FBgn0266678	3967.41.00	0	9351.08.00	948.49.00	0	0	3829.57.00	0	7061.49.00	355.38.00	0	0
FBgn0266679	15848.46.00	952.34.00	742.06.00	11551.27.00	21.16	16.59	15244.41.00	127.17.00	8086.08.00	14880.58.00	7386.55.00	7085.17.00
FBgn0266680	5558.25.00	5279.41.00	14134.55.00	0	2310.39.00	3746.26.00	0	0	3017.59.00	4013.34.00	18.43	0
FBgn0266681	157.51.00	20.08	73.58.00	156.08.00	585.12.00	173.52.00	65.33.00	1248.31.00	421.04.00	109.34.00	382.05.00	10.06
FBgn0266682	2454.33.00	0	210.09.00	0	6739.59.00	8248.02.00	0	0	5444.15.00	1675.08.00	0	0
FBgn0266683	0	0	12574.35.00	0	0	0	0	0	0	0	0	0
FBgn0266684	11725.52.00	0	1190.19.00	7935.23.00	7253.06.00	5426.19.00	0	7116.41.00	5490.14.00	1841.43.00	4223.29.00	2025.51.00
FBgn0266685	551.47.00	11337.19.00	9973.19.00	13450.24.00	13833.42.00	14785.31.00	4075.18.00	894.18.00	5077.35.00	1829.22.00	3695.31.00	2725.41.00
FBgn0266686	1495.25.00	1076.48.00	529.17.00	27.44.00	102.52.00	1081.16.00	67.34.00	634.41.00	1624.33.00	1015.01.00	28.11.00	1494.19.00
FBgn0266687	8758.12.00	1976.05.00	883.11.00	10885.43.00	10068.39.00	97.41.00	11115.36.00	6343.54.00	5122.44.00	1240.48.00	7271.56.00	6921.25.00
FBgn0266688	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266689	0	1452.48.00	0	0	1029.17.00	0	0	3308.03.00	0	0	11708.05.00	0
FBgn0266690	0	4307.32.00	0	6272.24.00	100.14.00	2986.34.00	3077.44.00	0	6021.19.00	0	0	5785.09.00
FBgn0266691	182.58.00	195.59.00	10658.35.00	86.23.00	8209.16.00	632.43.00	833.19.00	10136.25.00	987.12.00	1411.24.00	170.41.00	86.56.00
FBgn0266692	1363.47.00	356.09.00	1220.26.00	79.43.00	1393.45.00	241.34.00	12159.57.00	14.46	15767.44.00	16651.03.00	1436.09.00	1089.26.00
FBgn0266693	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266694	123.06.00	74.52.00	103.54.00	126.55.00	250.26.00	71.27.00	81.04.00	129.28.00	193.07.00	113.17.00	1396.44.00	99.14.00
FBgn0266696	81.12.00	80.53.00	139.55.00	182.45.00	197.34.00	251.41.00	160.19.00	138.43.00	100.22.00	75.13.00	124.34.00	150.17.00
FBgn0266697	274.35.00	6586.57.00	554.33.00	491.16.00	13774.47.00	1267.21.00	216.29.00	2629.21.00	107.24.00	954.02.00	8487.36.00	1250.02.00
FBgn0266698	2642.25.00	0	7051.55.00	10642.19.00	2848.32.00	12811.21.00	2800.57.00	10313.53.00	863.16.00	8646.13.00	2652.34.00	610.52.00
FBgn0266699	0	0	0	2644.24.00	4751.18.00	0	0	0	0	0	0	0
FBgn0266700	2808.01.00	2281.46.00	4363.12.00	747.19.00	3645.11.00	6256.09.00	3341.18.00	840.18.00	1376.21.00	222.12.00	616.58.00	2561.37.00
FBgn0266701	0	0	0	0	1908.25.00	0	0	0	0	0	4933.04.00	0
FBgn0266702	6448.04.00	0	0	0	0	0	0	0	0	0	0	0
FBgn0266703	6363.33.00	0	4835.28.00	1843.55.00	4188.15.00	15948.32.00	0	1006.54.00	7496.49.00	0	1905.16.00	1650.56.00
FBgn0266705	3121.02.00	2343.48.00	8215.36.00	9551.51.00	2289.53.00	11960.38.00	5885.39.00	4956.49.00	9776.53.00	3577.06.00	11106.01.00	5925.47.00
FBgn0266706	4781.56.00	4515.25.00	2411.55.00	4912.46.00	736.24.00	0	0	0	0	0	11977.18.00	0
FBgn0266707	82.29.00	126.47.00	110.56.00	156.51.00	83.59.00	98.49.00	190.29.00	72.07.00	92.24.00	87.57.00	178.37.00	122.03.00
FBgn0266708	9001.26.00	1573.28.00	8975.53.00	3709.32.00	2228.12.00	6420.55.00	8435.47.00	3527.24.00	1000.48.00	3913.11.00	10965.09.00	2060.09.00
FBgn0266709	922.28.00	102.37.00	1444.57.00	65.32.00	512.16.00	18.48	840.41.00	82.07.00	1627.59.00	246.11.00	51.17.00	438.25.00
FBgn0266710	4143.31.00	0	6161.39.00	0	0	0	0	2992.45.00	4650.12.00	0	0	2403.53.00
FBgn0266711	176.37.00	117.58.00	201.09.00	164.11.00	213.17.00	179.42.00	256.08.00	142.34.00	238.51.00	194.11.00	98.49.00	242.27.00
FBgn0266717	805.12.00	38.11.00	80.37.00	83.51.00	1206.45.00	137.43.00	142.16.00	29.54.00	162.46.00	186.03.00	1570.35.00	455.15.00
FBgn0266719	986.11.00	190.56.00	62.56.00	942.43.00	751.45.00	1108.41.00	38.06.00	93.19.00	727.45.00	173.38.00	79.23.00	942.31.00
FBgn0266720	21.24	41.49.00	106.58.00	24.12.00	61.16.00	31.49.00	134.58.00	22.14	184.05.00	167.37.00	26.29.00	190.42.00
FBgn0266721	1312.12.00	93.09.00	751.19.00	49.17.00	159.59.00	16.59	130.24.00	365.55.00	835.19.00	3792.55.00	13307.38.00	22.44
FBgn0266722	24.49.00	182.42.00	12.32	172.42.00	107.57.00	115.52.00	68.53.00	162.47.00	52.07.00	41.55.00	162.38.00	126.22.00
FBgn0266723	63.09.00	189.02.00	183.58.00	113.45.00	126.49.00	73.51.00	117.46.00	82.23.00	92.49.00	156.36.00	127.03.00	170.32.00
FBgn0266724	50.44.00	259.39.00	98.46.00	81.28.00	112.06.00	84.38.00	91.59.00	51.03.00	47.53.00	42.02.00	183.35.00	107.11.00
FBgn0266725	11898.41.00	141.45.00	1082.03.00	1170.33.00	375.15.00	579.58.00	11953.31.00	1075.22.00	174.23.00	10273.02.00	152.39.00	28.48.00
FBgn0266726	0	8125.31.00	6416.15.00	0	7606.17.00	5080.28.00	0	0	0	0	0	0
FBgn0266727	907.49.00	1596.52.00	5.54	1633.39.00	94.53.00	229.15.00	143.41.00	809.28.00	67.53.00	734.43.00	1174.46.00	993.21.00
FBgn0266728	4469.56.00	0	0	0	4247.59.00	0	0	0	0	0	0	0
FBgn0266729	3527.36.00	0	2276.19.00	2814.04.00	5427.01.00	6087.29.00	12767.41.00	0	10032.47.00	1533.05.00	2427.25.00	1955.57.00
FBgn0266730	8266.44.00	3894.03.00	10553.55.00	0	0	0	0	288.06.00	0	0	2183.38.00	0
FBgn0266731	0	0	7569.53.00	6622.39.00	198.29.00	145.01.00	5554.31.00	2862.36.00	0	10264.13.00	1028.59.00	0
FBgn0266732	0	1736.18.00	6877.31.00	0	0	0	0	0	7838.59.00	0	0	0
FBgn0266733	0	1095.03.00	0	0	0	0	0	0	0	0	0	0
FBgn0266734	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266735	940.46.00	0	2923.08.00	1297.46.00	4881.41.00	709.36.00	15666.55.00	8001.28.00	1379.03.00	0	9562.11.00	6148.58.00
FBgn0266736	0	2157.01.00	0	0	7616.08.00	15878.26.00	3177.04.00	0	0	0	0	0
FBgn0266737	9090.13.00	0	2077.32.00	234.52.00	9919.45.00	13954.55.00	172.27.00	0	3354.05.00	0	2789.38.00	4591.11.00
FBgn0266738	305.52.00	10325.35.00	3100.39.00	990.56.00	0	10578.53.00	4160.05.00	0	4981.47.00	3756.46.00	450.56.00	0
FBgn0266739	1220.35.00	14898.25.00	394.12.00	1156.29.00	12838.41.00	692.07.00	1573.21.00	454.23.00	1208.46.00	643.58.00	8439.26.00	482.49.00
FBgn0266740	5838.09.00	9388.05.00	719.19.00	823.59.00	9331.23.00	14109.56.00	2348.32.00	774.28.00	9548.06.00	5288.46.00	3452.58.00	2685.22.00
FBgn0266741	7740.06.00	0	11599.25.00	2798.27.00	9009.38.00	15356.43.00	6156.14.00	0	0	1079.34.00	6064.55.00	9643.13.00
FBgn0266742	7230.05.00	517.45.00	0	0	0	0	0	3017.15.00	0	14170.46.00	4773.33.00	0
FBgn0266743	0	4304.38.00	0	0	0	6163.08.00	0	0	0	8137.12.00	0	0
FBgn0266744	9906.43.00	896.31.00	939.07.00	6084.56.00	1409.19.00	10034.44.00	10873.39.00	13919.22.00	6109.54.00	935.56.00	327.08.00	4181.25.00
FBgn0266745	667.54.00	4000.01.00	1631.03.00	114.24.00	1081.38.00	735.28.00	1536.24.00	10411.21.00	1020.19.00	1291.35.00	3122.57.00	595.48.00
FBgn0266747	0	0	4929.03.00	0	0	9624.25.00	0	0	0	0	0	0
FBgn0266748	0	0	3121.16.00	0	0	0	0	0	0	0	3291.28.00	0
FBgn0266749	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266750	2193.24.00	3517.34.00	8602.58.00	5593.06.00	3939.56.00	136.58.00	7980.23.00	1552.15.00	59.08.00	0	2927.56.00	0
FBgn0266751	1802.28.00	2308.34.00	3379.31.00	309.37.00	526.44.00	3638.55.00	2088.26.00	0	3636.33.00	7807.22.00	0	32.36.00
FBgn0266752	119.51.00	12480.23.00	79.51.00	858.28.00	5801.15.00	1514.11.00	613.54.00	4505.08.00	377.35.00	1428.53.00	5773.22.00	895.47.00
FBgn0266753	2587.22.00	4356.43.00	3987.07.00	0	205.28.00	9668.25.00	0	0	894.58.00	0	904.15.00	8599.25.00
FBgn0266756	97.48.00	144.51.00	82.11.00	97.14.00	82.47.00	149.55.00	201.26.00	114.15.00	193.21.00	147.01.00	117.15.00	34.03.00
FBgn0266757	3136.11.00	10004.15.00	10915.25.00	6787.55.00	3567.34.00	4321.32.00	0	2849.52.00	5978.35.00	6498.07.00	2915.32.00	6864.24.00
FBgn0266758	139.09.00	69.11.00	7343.49.00	1122.59.00	1168.22.00	1354.01.00	1338.09.00	122.18.00	3049.22.00	1656.12.00	20.21	230.43.00
FBgn0266763	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266764	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266766	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266768	1474.45.00	340.58.00	1223.31.00	1465.51.00	815.05.00	1178.57.00	999.31.00	8056.01.00	583.39.00	167.41.00	9353.24.00	1421.31.00
FBgn0266769	3028.38.00	7041.03.00	2556.51.00	0	0	0	4361.42.00	0	2817.18.00	9841.48.00	6466.57.00	1781.25.00
FBgn0266770	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266771	0	0	0	0	0	0	0	4691.43.00	0	0	0	0
FBgn0266772	0	0	1988.46.00	0	0	0	0	0	0	0	0	0
FBgn0266773	401.33.00	0	1024.56.00	0	7146.28.00	0	0	0	0	0	0	0
FBgn0266774	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266775	0	0	1303.26.00	0	1777.39.00	1724.03.00	0	3625.28.00	1627.19.00	2852.57.00	16141.05.00	0
FBgn0266776	2718.25.00	0	11441.25.00	1829.42.00	0	9058.18.00	3448.31.00	0	1250.03.00	0	3685.01.00	10016.55.00
FBgn0266777	8456.05.00	0	2139.05.00	4326.27.00	0	15230.11.00	0	0	5451.23.00	0	0	0
FBgn0266778	7249.17.00	4203.11.00	6109.01.00	901.55.00	1199.05.00	6339.35.00	9523.02.00	270.06.00	806.15.00	6363.33.00	6962.46.00	5082.17.00
FBgn0266780	0	439.16.00	2490.08.00	1641.02.00	0	0	0	6923.05.00	0	0	1687.37.00	0
FBgn0266781	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266782	0	1994.38.00	3607.17.00	0	0	0	0	0	0	0	0	0
FBgn0266783	0	0	0	0	0	0	0	0	2516.59.00	0	0	0
FBgn0266784	0	0	0	0	0	0	5224.43.00	0	0	0	2794.41.00	0
FBgn0266785	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266786	0	694.25.00	975.22.00	0	15486.15.00	0	2784.22.00	9246.55.00	0	1882.49.00	8397.33.00	2445.37.00
FBgn0266787	3147.39.00	5127.53.00	1374.49.00	1013.09.00	0	488.47.00	0	0	2107.51.00	0	113.01.00	0
FBgn0266788	0	0	0	0	0	0	0	1122.56.00	0	0	4800.09.00	0
FBgn0266789	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266790	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266791	0	0	9912.16.00	0	0	2185.31.00	0	0	10712.35.00	0	14597.05.00	0
FBgn0266795	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266796	4290.45.00	1126.26.00	3245.26.00	0	3811.15.00	5773.56.00	0	5465.46.00	0	1971.31.00	4441.03.00	0
FBgn0266797	0	0	0	0	0	0	0	0	0	0	0	1329.32.00
FBgn0266798	0	0	1812.57.00	5835.11.00	0	971.06.00	0	0	3015.37.00	0	0	0
FBgn0266799	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266800	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266801	9907.39.00	80.41.00	1124.06.00	15077.19.00	1647.34.00	483.17.00	1272.29.00	487.29.00	935.08.00	340.05.00	96.37.00	9625.21.00
FBgn0266802	4883.48.00	313.46.00	5213.47.00	4224.58.00	10323.59.00	13320.17.00	7440.34.00	11227.36.00	268.06.00	2529.08.00	10161.39.00	9082.33.00
FBgn0266803	841.02.00	490.35.00	65.09.00	7319.06.00	5636.24.00	13.34	38.29.00	7522.37.00	499.04.00	11127.05.00	611.54.00	650.17.00
FBgn0266804	4393.01.00	3193.49.00	8921.51.00	11173.55.00	2371.35.00	15257.53.00	10520.21.00	1153.58.00	455.57.00	5427.19.00	0	11004.24.00
FBgn0266805	8348.37.00	3833.12.00	10993.46.00	795.06.00	6111.17.00	6121.42.00	0	5422.52.00	0	12338.28.00	3115.25.00	2405.51.00
FBgn0266806	4752.42.00	975.23.00	7553.41.00	0	5100.37.00	6305.32.00	14181.45.00	4544.59.00	11078.45.00	4674.19.00	801.18.00	7788.26.00
FBgn0266807	4938.05.00	312.39.00	7480.56.00	7589.06.00	1203.16.00	3927.01.00	0	135.51.00	5818.43.00	0	1165.52.00	3446.37.00
FBgn0266808	1375.35.00	113.24.00	50.25.00	954.52.00	44.42.00	137.01.00	119.26.00	19.45	170.15.00	14.03	95.21.00	1525.05.00
FBgn0266809	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0266810	15315.09.00	9109.01.00	10145.03.00	7616.14.00	2686.58.00	8188.25.00	1890.17.00	7639.45.00	14563.25.00	0	13148.21.00	1908.41.00
FBgn0266811	0	706.16.00	0	0	695.46.00	0	0	1718.54.00	0	0	2281.55.00	12648.35.00
FBgn0266812	0	15633.05.00	0	0	0	0	0	15427.15.00	0	0	861.02.00	0
FBgn0266813	3540.44.00	4690.13.00	2839.48.00	4468.06.00	228.19.00	8987.27.00	10062.14.00	9845.07.00	1658.07.00	2572.33.00	2267.28.00	4729.28.00
FBgn0266814	0	0	0	0	0	0	0	0	0	0	0	0
